trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
380,False,"{'a': 1, 'e': 0.6199999999999997}",20,15,6.1281895295097595,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 1, 'e': 0.6189999999999997}",25,0,-37.483027671612476,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
382,False,"{'a': 1, 'e': 0.6179999999999997}",30,22,2.53688089143738,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 1, 'e': 0.6169999999999997}",20,0,-54.25710896570192,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
384,False,"{'a': 1, 'e': 0.6159999999999997}",25,0,-74.7909513114887,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
385,False,"{'a': 1, 'e': 0.6149999999999997}",25,0,-102.75770851947904,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
386,False,"{'a': 1, 'e': 0.6139999999999997}",20,0,-18.17478793064501,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",0
387,False,"{'a': 1, 'e': 0.6129999999999997}",20,0,-7.744930434427119,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
388,False,"{'a': 1, 'e': 0.6119999999999997}",25,0,-80.35458689392885,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
389,False,"{'a': 1, 'e': 0.6109999999999997}",25,17,-13.562116904862737,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
390,False,"{'a': 1, 'e': 0.6099999999999997}",25,3,-67.78313382235477,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 1}",1
391,False,"{'a': 1, 'e': 0.6089999999999997}",20,0,-4.942142372396304,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",1
392,False,"{'a': 1, 'e': 0.6079999999999997}",30,0,-136.86417314561547,"{0: 18, 1: 5, 2: 5, 3: 0, 4: 2}",0
393,False,"{'a': 1, 'e': 0.6069999999999997}",25,0,-28.63079776495887,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
394,False,"{'a': 1, 'e': 0.6059999999999997}",20,0,-11.465933194733893,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
395,False,"{'a': 1, 'e': 0.6049999999999996}",25,1,-6.481515520963294,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 0}",1
396,False,"{'a': 1, 'e': 0.6039999999999996}",20,7,-56.149527389893606,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
397,False,"{'a': 1, 'e': 0.6029999999999996}",20,1,-34.006956651303014,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
398,False,"{'a': 1, 'e': 0.6019999999999996}",25,0,-107.81392900819716,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
399,False,"{'a': 1, 'e': 0.6009999999999996}",25,0,-64.75082672403875,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
400,False,"{'a': 1, 'e': 0.5999999999999996}",20,3,-77.66512105267006,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 2}",1
401,False,"{'a': 1, 'e': 0.5989999999999996}",25,0,-62.61058977393809,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
402,False,"{'a': 1, 'e': 0.5979999999999996}",25,14,-26.53839268247283,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 0}",1
403,False,"{'a': 1, 'e': 0.5969999999999996}",20,0,-101.70762133072066,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
404,False,"{'a': 1, 'e': 0.5959999999999996}",20,0,-104.38383536402405,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
405,False,"{'a': 1, 'e': 0.5949999999999996}",20,0,-48.606452552654254,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
406,False,"{'a': 1, 'e': 0.5939999999999996}",30,13,-72.1205153143363,"{0: 13, 1: 0, 2: 1, 3: 2, 4: 1}",1
407,False,"{'a': 1, 'e': 0.5929999999999996}",20,0,-40.91595797456313,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
408,False,"{'a': 1, 'e': 0.5919999999999996}",20,16,8.15344681813311,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 1, 'e': 0.5909999999999996}",20,0,-78.81949256292225,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
410,False,"{'a': 1, 'e': 0.5899999999999996}",20,14,-6.137561237298338,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
411,False,"{'a': 1, 'e': 0.5889999999999996}",20,0,-65.324644501484,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
412,False,"{'a': 1, 'e': 0.5879999999999996}",20,12,-11.493332780237491,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
413,False,"{'a': 1, 'e': 0.5869999999999996}",20,0,-12.588704913665392,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
414,False,"{'a': 1, 'e': 0.5859999999999996}",20,0,-50.61562684965471,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
415,False,"{'a': 1, 'e': 0.5849999999999996}",20,4,6.896406712063114,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
416,False,"{'a': 1, 'e': 0.5839999999999996}",20,12,-63.678333612365954,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 1}",1
417,False,"{'a': 1, 'e': 0.5829999999999996}",20,0,-6.252367815430631,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
418,False,"{'a': 1, 'e': 0.5819999999999996}",25,0,-72.95603242192195,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
419,False,"{'a': 1, 'e': 0.5809999999999996}",20,0,14.098508166384859,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
420,False,"{'a': 1, 'e': 0.5799999999999996}",20,3,-134.9652368362963,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 3}",1
421,False,"{'a': 1, 'e': 0.5789999999999996}",20,0,-151.9495062441948,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
422,False,"{'a': 1, 'e': 0.5779999999999996}",20,0,-29.686024904332182,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
423,False,"{'a': 1, 'e': 0.5769999999999996}",30,0,-19.24374886877034,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
424,False,"{'a': 1, 'e': 0.5759999999999996}",25,0,-13.827734447207382,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
425,False,"{'a': 1, 'e': 0.5749999999999996}",30,0,-54.37326732437775,"{0: 22, 1: 6, 2: 1, 3: 0, 4: 1}",0
426,False,"{'a': 1, 'e': 0.5739999999999996}",20,0,-61.00253628155522,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
427,False,"{'a': 1, 'e': 0.5729999999999996}",20,9,-0.4064801169437673,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
428,False,"{'a': 1, 'e': 0.5719999999999996}",25,3,10.301048984944703,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
429,False,"{'a': 1, 'e': 0.5709999999999996}",25,0,-131.32535234669535,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
430,False,"{'a': 1, 'e': 0.5699999999999996}",20,0,4.778812110416968,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
431,False,"{'a': 1, 'e': 0.5689999999999996}",20,6,-26.47915845813657,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
432,False,"{'a': 1, 'e': 0.5679999999999996}",25,0,-205.01936079830608,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 4}",0
433,False,"{'a': 1, 'e': 0.5669999999999996}",25,0,-43.77146817789093,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
434,False,"{'a': 1, 'e': 0.5659999999999996}",20,0,-77.11758559459211,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
435,False,"{'a': 1, 'e': 0.5649999999999996}",20,0,-66.71705826593843,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
436,False,"{'a': 1, 'e': 0.5639999999999996}",25,2,-104.32234710251352,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 2}",1
437,False,"{'a': 1, 'e': 0.5629999999999996}",20,13,-37.07154478754214,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
438,False,"{'a': 1, 'e': 0.5619999999999996}",20,0,-101.48374908762189,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
439,False,"{'a': 1, 'e': 0.5609999999999996}",20,9,-61.464721278568355,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 1}",1
440,False,"{'a': 1, 'e': 0.5599999999999996}",20,2,-10.015026135592523,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 0}",1
441,False,"{'a': 1, 'e': 0.5589999999999996}",30,14,-45.59072033077852,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
442,False,"{'a': 1, 'e': 0.5579999999999996}",20,0,-16.467079603460256,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
443,False,"{'a': 1, 'e': 0.5569999999999996}",30,0,-4.948331756572703,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
444,False,"{'a': 1, 'e': 0.5559999999999996}",20,15,6.735440269460218,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 1, 'e': 0.5549999999999996}",20,0,-88.0211026987142,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
446,False,"{'a': 1, 'e': 0.5539999999999996}",25,0,-12.639226518360722,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
447,False,"{'a': 1, 'e': 0.5529999999999996}",20,7,-3.719777261480621,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
448,False,"{'a': 1, 'e': 0.5519999999999996}",20,12,-15.459804773045457,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
449,False,"{'a': 1, 'e': 0.5509999999999996}",20,0,-50.48454402366613,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
450,False,"{'a': 1, 'e': 0.5499999999999996}",20,0,5.080765947355835,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
451,False,"{'a': 1, 'e': 0.5489999999999996}",25,1,-6.512111922645632,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 0}",1
452,False,"{'a': 1, 'e': 0.5479999999999996}",25,0,-75.43434439273469,"{0: 18, 1: 4, 2: 0, 3: 2, 4: 1}",0
453,False,"{'a': 1, 'e': 0.5469999999999996}",20,0,-65.96334599608237,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
454,False,"{'a': 1, 'e': 0.5459999999999996}",20,0,-75.21750561016063,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
455,False,"{'a': 1, 'e': 0.5449999999999996}",30,0,-30.468190874173935,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",1
456,False,"{'a': 1, 'e': 0.5439999999999996}",30,0,-142.34652100831798,"{0: 20, 1: 4, 2: 1, 3: 3, 4: 2}",0
457,False,"{'a': 1, 'e': 0.5429999999999996}",25,14,8.002844162594082,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
458,False,"{'a': 1, 'e': 0.5419999999999996}",25,0,-108.29442231298492,"{0: 15, 1: 0, 2: 9, 3: 0, 4: 1}",0
459,False,"{'a': 1, 'e': 0.5409999999999996}",25,3,-1.2457410562953524,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 0}",1
460,False,"{'a': 1, 'e': 0.5399999999999996}",35,10,-23.540221137888327,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",1
461,False,"{'a': 1, 'e': 0.5389999999999996}",20,0,20.28071196692667,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
462,False,"{'a': 1, 'e': 0.5379999999999996}",35,3,-56.94056675260135,"{0: 24, 1: 4, 2: 3, 3: 0, 4: 1}",1
463,False,"{'a': 1, 'e': 0.5369999999999996}",25,18,-4.3060096698798125,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
464,False,"{'a': 1, 'e': 0.5359999999999996}",20,5,-65.0864273657599,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 1}",1
465,False,"{'a': 1, 'e': 0.5349999999999996}",30,0,-152.30627321058495,"{0: 20, 1: 4, 2: 2, 3: 1, 4: 3}",0
466,False,"{'a': 1, 'e': 0.5339999999999996}",30,0,-92.671908940916,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
467,False,"{'a': 1, 'e': 0.5329999999999996}",25,4,-110.56067154878237,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 2}",1
468,False,"{'a': 1, 'e': 0.5319999999999996}",20,4,5.542894767676466,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 1, 'e': 0.5309999999999996}",25,7,-3.886808221764846,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
470,False,"{'a': 1, 'e': 0.5299999999999996}",20,0,-48.64104220366345,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
471,False,"{'a': 1, 'e': 0.5289999999999996}",30,12,-87.80532090784071,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 1}",1
472,False,"{'a': 1, 'e': 0.5279999999999996}",30,0,-148.4454133682769,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 2}",0
473,False,"{'a': 1, 'e': 0.5269999999999996}",20,3,-5.294077888102511,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
474,False,"{'a': 1, 'e': 0.5259999999999996}",30,4,-94.57293153397366,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 2}",1
475,False,"{'a': 1, 'e': 0.5249999999999996}",20,0,-64.30316562677208,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
476,False,"{'a': 1, 'e': 0.5239999999999996}",20,0,-77.79628448608322,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
477,False,"{'a': 1, 'e': 0.5229999999999996}",25,13,-16.857326704120783,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 0}",1
478,False,"{'a': 1, 'e': 0.5219999999999996}",20,3,-17.197557923617712,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
479,False,"{'a': 1, 'e': 0.5209999999999996}",25,0,-100.2486593252105,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
480,False,"{'a': 1, 'e': 0.5199999999999996}",25,7,3.5144074628144346,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
481,False,"{'a': 1, 'e': 0.5189999999999996}",30,23,-0.8835301737146652,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 1, 'e': 0.5179999999999996}",30,0,-109.95906137705799,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 3}",0
483,False,"{'a': 1, 'e': 0.5169999999999996}",25,14,-26.672163180020366,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
484,False,"{'a': 1, 'e': 0.5159999999999996}",30,0,-57.95447407446523,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
485,False,"{'a': 1, 'e': 0.5149999999999996}",35,10,-131.23783955833517,"{0: 19, 1: 1, 2: 0, 3: 2, 4: 3}",1
486,False,"{'a': 1, 'e': 0.5139999999999996}",30,12,6.805451416595176,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
487,False,"{'a': 1, 'e': 0.5129999999999996}",20,0,-104.32446855099431,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
488,False,"{'a': 1, 'e': 0.5119999999999996}",30,6,-74.38634055433671,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 1}",1
489,False,"{'a': 1, 'e': 0.5109999999999996}",30,16,11.198454295203545,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
490,False,"{'a': 1, 'e': 0.5099999999999996}",20,13,14.386024469762232,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 1, 'e': 0.5089999999999996}",20,0,-68.80908592705966,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
492,False,"{'a': 1, 'e': 0.5079999999999996}",20,7,-12.246376879150333,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
493,False,"{'a': 1, 'e': 0.5069999999999996}",25,0,-118.81684565383627,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
494,False,"{'a': 1, 'e': 0.5059999999999996}",30,8,12.453536031819695,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
495,False,"{'a': 1, 'e': 0.5049999999999996}",30,2,-94.37880366419844,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 1}",1
496,False,"{'a': 1, 'e': 0.5039999999999996}",35,4,-71.75336565563171,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 2}",1
497,False,"{'a': 1, 'e': 0.5029999999999996}",20,0,-4.3476394349951955,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
498,False,"{'a': 1, 'e': 0.5019999999999996}",30,0,-4.624668372757955,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
499,False,"{'a': 1, 'e': 0.5009999999999996}",20,0,-41.233244769035714,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
500,False,"{'a': 1, 'e': 0.49999999999999956}",20,0,15.138685155632729,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
501,False,"{'a': 1, 'e': 0.49899999999999956}",35,22,-7.986902917050469,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
502,False,"{'a': 1, 'e': 0.49799999999999955}",20,0,-1.4161951325667108,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
503,False,"{'a': 1, 'e': 0.49699999999999955}",25,12,14.585320759745649,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 1, 'e': 0.49599999999999955}",20,0,-37.63481548597603,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
505,False,"{'a': 1, 'e': 0.49499999999999955}",20,0,-50.8607281587434,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
506,False,"{'a': 1, 'e': 0.49399999999999955}",25,0,3.1492878060109697,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
507,False,"{'a': 1, 'e': 0.49299999999999955}",20,5,0.6231555882945825,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
508,False,"{'a': 1, 'e': 0.49199999999999955}",25,3,-7.199059319303639,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 0}",1
509,False,"{'a': 1, 'e': 0.49099999999999955}",25,0,-24.740563458190685,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
510,False,"{'a': 1, 'e': 0.48999999999999955}",20,10,19.98759580186956,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 1, 'e': 0.48899999999999955}",25,0,-12.852760307800343,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
512,False,"{'a': 1, 'e': 0.48799999999999955}",35,22,-14.048626537090716,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 0}",1
513,False,"{'a': 1, 'e': 0.48699999999999954}",20,0,-148.3305286125831,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
514,False,"{'a': 1, 'e': 0.48599999999999954}",30,18,-0.3439014163975149,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
515,False,"{'a': 1, 'e': 0.48499999999999954}",35,15,-28.534367582401998,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",1
516,False,"{'a': 1, 'e': 0.48399999999999954}",20,16,7.964803532345971,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 1, 'e': 0.48299999999999954}",25,2,-28.9957499647248,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 0}",1
518,False,"{'a': 1, 'e': 0.48199999999999954}",20,0,-8.506481859427806,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
519,False,"{'a': 1, 'e': 0.48099999999999954}",30,0,-43.45960559957786,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
520,False,"{'a': 1, 'e': 0.47999999999999954}",25,14,-3.88501884430051,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
521,False,"{'a': 1, 'e': 0.47899999999999954}",20,11,4.933818148901313,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
522,False,"{'a': 1, 'e': 0.47799999999999954}",20,8,-138.36981223595515,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 3}",1
523,False,"{'a': 1, 'e': 0.47699999999999954}",20,2,-22.831907856753883,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
524,False,"{'a': 1, 'e': 0.47599999999999953}",20,0,-87.43962885550314,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
525,False,"{'a': 1, 'e': 0.47499999999999953}",20,0,-118.15205292504696,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
526,False,"{'a': 1, 'e': 0.47399999999999953}",20,16,7.954923435904316,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 1, 'e': 0.47299999999999953}",20,12,12.83962811813149,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 1, 'e': 0.47199999999999953}",20,12,1.080819090957713,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
529,False,"{'a': 1, 'e': 0.47099999999999953}",20,8,3.817992917980091,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
530,False,"{'a': 1, 'e': 0.46999999999999953}",25,13,-21.14612525077907,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
531,False,"{'a': 1, 'e': 0.46899999999999953}",25,2,7.712498749530612,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
532,False,"{'a': 1, 'e': 0.4679999999999995}",25,11,15.9371432807515,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
533,False,"{'a': 1, 'e': 0.4669999999999995}",25,0,-31.721852940449303,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
534,False,"{'a': 1, 'e': 0.4659999999999995}",35,1,-7.383082461649365,"{0: 28, 1: 1, 2: 5, 3: 0, 4: 0}",1
535,False,"{'a': 1, 'e': 0.4649999999999995}",20,0,-19.58632338877582,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
536,False,"{'a': 1, 'e': 0.4639999999999995}",20,0,-10.749087603539357,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
537,False,"{'a': 1, 'e': 0.4629999999999995}",30,0,-13.53086305868693,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
538,False,"{'a': 1, 'e': 0.4619999999999995}",25,17,14.841133574882093,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 1, 'e': 0.4609999999999995}",25,17,5.27703241331249,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 1, 'e': 0.4599999999999995}",20,0,-44.75546952920831,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
541,False,"{'a': 1, 'e': 0.4589999999999995}",20,13,-8.095191908756272,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
542,False,"{'a': 1, 'e': 0.4579999999999995}",20,16,8.537870298985645,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 1, 'e': 0.4569999999999995}",20,0,-96.25691748152684,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 2}",0
544,False,"{'a': 1, 'e': 0.4559999999999995}",20,9,-22.87683949119365,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
545,False,"{'a': 1, 'e': 0.4549999999999995}",20,12,7.491702806647378,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 1, 'e': 0.4539999999999995}",30,0,-100.87818170698782,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 3}",0
547,False,"{'a': 1, 'e': 0.4529999999999995}",20,0,7.852224484276192,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
548,False,"{'a': 1, 'e': 0.4519999999999995}",20,0,-21.385706878593155,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
549,False,"{'a': 1, 'e': 0.4509999999999995}",25,0,-47.63443808131325,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
550,False,"{'a': 1, 'e': 0.4499999999999995}",25,5,-12.50238343468932,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",1
551,False,"{'a': 1, 'e': 0.4489999999999995}",20,1,-16.492874935154433,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
552,False,"{'a': 1, 'e': 0.4479999999999995}",30,0,-50.64411689911674,"{0: 24, 1: 1, 2: 2, 3: 3, 4: 0}",0
553,False,"{'a': 1, 'e': 0.4469999999999995}",20,0,15.190526080376499,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
554,False,"{'a': 1, 'e': 0.4459999999999995}",25,1,-37.70309951905205,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 0}",1
555,False,"{'a': 1, 'e': 0.4449999999999995}",20,0,-56.91212239289558,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
556,False,"{'a': 1, 'e': 0.4439999999999995}",25,0,-34.09237810545085,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
557,False,"{'a': 1, 'e': 0.4429999999999995}",20,0,-32.459862062645115,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
558,False,"{'a': 1, 'e': 0.4419999999999995}",20,0,-17.31262003594825,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
559,False,"{'a': 1, 'e': 0.4409999999999995}",25,17,-16.96660508713812,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
560,False,"{'a': 1, 'e': 0.4399999999999995}",25,7,-73.74470107167068,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
561,False,"{'a': 1, 'e': 0.4389999999999995}",30,0,-103.55140822920767,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 3}",0
562,False,"{'a': 1, 'e': 0.4379999999999995}",25,15,-4.081597826320448,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
563,False,"{'a': 1, 'e': 0.4369999999999995}",30,0,37.03060452227124,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
564,False,"{'a': 1, 'e': 0.4359999999999995}",20,12,14.933709593129823,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 1, 'e': 0.4349999999999995}",30,9,-51.7097969062256,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 1}",1
566,False,"{'a': 1, 'e': 0.4339999999999995}",20,0,-21.39073948032151,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
567,False,"{'a': 1, 'e': 0.4329999999999995}",20,13,13.501516262560676,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 1, 'e': 0.4319999999999995}",20,13,11.723372508866907,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
