trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
192,False,"{'a': 1, 'e': 0.8079999999999998}",35,0,-96.5304495010455,"{0: 25, 1: 2, 2: 5, 3: 3, 4: 0}",0
193,False,"{'a': 1, 'e': 0.8069999999999998}",30,0,-108.33976730924559,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
194,False,"{'a': 1, 'e': 0.8059999999999998}",20,0,-82.29961742732807,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
195,False,"{'a': 1, 'e': 0.8049999999999998}",30,0,-57.4835936394982,"{0: 24, 1: 3, 2: 1, 3: 1, 4: 1}",0
196,False,"{'a': 1, 'e': 0.8039999999999998}",25,0,-33.77472288484432,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
197,False,"{'a': 1, 'e': 0.8029999999999998}",30,3,-55.5464762027183,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 0}",1
198,False,"{'a': 1, 'e': 0.8019999999999998}",25,2,-147.7704186085127,"{0: 14, 1: 0, 2: 5, 3: 2, 4: 2}",1
199,False,"{'a': 1, 'e': 0.8009999999999998}",25,3,-119.90144453543532,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 2}",1
200,False,"{'a': 1, 'e': 0.7999999999999998}",20,1,-69.35329624701183,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 1}",1
201,False,"{'a': 1, 'e': 0.7989999999999998}",25,0,-76.53626902117783,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
202,False,"{'a': 1, 'e': 0.7979999999999998}",20,0,-83.35799765012479,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
203,False,"{'a': 1, 'e': 0.7969999999999998}",20,0,-75.30891114634198,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
204,False,"{'a': 1, 'e': 0.7959999999999998}",30,11,-158.5491237242411,"{0: 10, 1: 1, 2: 3, 3: 3, 4: 2}",1
205,False,"{'a': 1, 'e': 0.7949999999999998}",30,0,-160.57679868561178,"{0: 18, 1: 1, 2: 8, 3: 1, 4: 2}",0
206,False,"{'a': 1, 'e': 0.7939999999999998}",20,0,-112.7166258378442,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
207,False,"{'a': 1, 'e': 0.7929999999999998}",20,0,-78.32652539155109,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
208,False,"{'a': 1, 'e': 0.7919999999999998}",30,7,-129.96778196220706,"{0: 13, 1: 4, 2: 3, 3: 1, 4: 2}",1
209,False,"{'a': 1, 'e': 0.7909999999999998}",20,0,-150.74027082242972,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
210,False,"{'a': 1, 'e': 0.7899999999999998}",20,0,-105.54862880698117,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
211,False,"{'a': 1, 'e': 0.7889999999999998}",20,1,-46.892170029630954,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
212,False,"{'a': 1, 'e': 0.7879999999999998}",20,0,-88.35954179890291,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
213,False,"{'a': 1, 'e': 0.7869999999999998}",20,0,-278.7444384934043,"{0: 7, 1: 3, 2: 4, 3: 0, 4: 6}",0
214,False,"{'a': 1, 'e': 0.7859999999999998}",20,0,-57.73504143885823,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
215,False,"{'a': 1, 'e': 0.7849999999999998}",30,3,-158.99287898798903,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 2}",1
216,False,"{'a': 1, 'e': 0.7839999999999998}",25,1,-41.636766494532104,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 0}",1
217,False,"{'a': 1, 'e': 0.7829999999999998}",30,0,-199.57524072442942,"{0: 18, 1: 2, 2: 5, 3: 2, 4: 3}",0
218,False,"{'a': 1, 'e': 0.7819999999999998}",20,3,-137.12406715682667,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 3}",1
219,False,"{'a': 1, 'e': 0.7809999999999998}",20,3,-58.916899036466404,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 1}",1
220,False,"{'a': 1, 'e': 0.7799999999999998}",30,12,-35.56420727212785,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
221,False,"{'a': 1, 'e': 0.7789999999999998}",25,0,-74.57214614760406,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
222,False,"{'a': 1, 'e': 0.7779999999999998}",20,0,-59.50134657020226,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
223,False,"{'a': 1, 'e': 0.7769999999999998}",30,9,-123.58204759955909,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 2}",1
224,False,"{'a': 1, 'e': 0.7759999999999998}",20,0,-89.67444112099453,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
225,False,"{'a': 1, 'e': 0.7749999999999998}",25,0,-106.4787881083007,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
226,False,"{'a': 1, 'e': 0.7739999999999998}",25,0,-86.6462867690008,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
227,False,"{'a': 1, 'e': 0.7729999999999998}",20,0,-48.703199962257486,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
228,False,"{'a': 1, 'e': 0.7719999999999998}",20,0,-39.439206082962514,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
229,False,"{'a': 1, 'e': 0.7709999999999998}",25,0,-29.427892211616914,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
230,False,"{'a': 1, 'e': 0.7699999999999998}",20,0,-14.952486897150248,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
231,False,"{'a': 1, 'e': 0.7689999999999998}",20,13,-13.266307861302991,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
232,False,"{'a': 1, 'e': 0.7679999999999998}",30,0,-141.30493047801758,"{0: 21, 1: 3, 2: 2, 3: 1, 4: 3}",0
233,False,"{'a': 1, 'e': 0.7669999999999998}",30,0,-133.70245440350527,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
234,False,"{'a': 1, 'e': 0.7659999999999998}",25,0,-127.13640976024814,"{0: 16, 1: 4, 2: 1, 3: 2, 4: 2}",0
235,False,"{'a': 1, 'e': 0.7649999999999998}",30,14,-108.86877485896566,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 2}",1
236,False,"{'a': 1, 'e': 0.7639999999999998}",20,0,-19.593967308599066,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",1
237,False,"{'a': 1, 'e': 0.7629999999999998}",25,0,-77.54577307559543,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
238,False,"{'a': 1, 'e': 0.7619999999999998}",25,0,-24.49165052287966,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
239,False,"{'a': 1, 'e': 0.7609999999999998}",20,10,-20.76749617592229,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
240,False,"{'a': 1, 'e': 0.7599999999999998}",20,0,-50.64342922669725,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
241,False,"{'a': 1, 'e': 0.7589999999999998}",30,0,-98.61932667613975,"{0: 19, 1: 2, 2: 7, 3: 2, 4: 0}",0
242,False,"{'a': 1, 'e': 0.7579999999999998}",20,0,-72.854269078083,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
243,False,"{'a': 1, 'e': 0.7569999999999998}",20,0,-68.88942659861975,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
244,False,"{'a': 1, 'e': 0.7559999999999998}",20,2,-54.90816580063776,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 1}",1
245,False,"{'a': 1, 'e': 0.7549999999999998}",25,0,-149.20136668074306,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
246,False,"{'a': 1, 'e': 0.7539999999999998}",20,0,-15.854924949366172,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
247,False,"{'a': 1, 'e': 0.7529999999999998}",30,5,-190.0500667719061,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 4}",1
248,False,"{'a': 1, 'e': 0.7519999999999998}",30,0,-41.04093781431972,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
249,False,"{'a': 1, 'e': 0.7509999999999998}",25,0,-85.59394469714505,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
250,False,"{'a': 1, 'e': 0.7499999999999998}",20,9,-34.41521150723595,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
251,False,"{'a': 1, 'e': 0.7489999999999998}",25,0,-67.04135832589147,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
252,False,"{'a': 1, 'e': 0.7479999999999998}",25,2,-16.128133730298092,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
253,False,"{'a': 1, 'e': 0.7469999999999998}",25,0,-198.5737500637375,"{0: 13, 1: 6, 2: 2, 3: 0, 4: 4}",0
254,False,"{'a': 1, 'e': 0.7459999999999998}",20,0,-28.429302513272088,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
255,False,"{'a': 1, 'e': 0.7449999999999998}",25,0,-85.25751309058425,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
256,False,"{'a': 1, 'e': 0.7439999999999998}",30,0,-61.47312993630297,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",0
257,False,"{'a': 1, 'e': 0.7429999999999998}",25,17,-1.71315238448857,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 1, 'e': 0.7419999999999998}",20,0,-43.860697497241745,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
259,False,"{'a': 1, 'e': 0.7409999999999998}",20,0,-95.74941397485051,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
260,False,"{'a': 1, 'e': 0.7399999999999998}",20,0,-59.75638845402411,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
261,False,"{'a': 1, 'e': 0.7389999999999998}",20,0,-40.60114984710906,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
262,False,"{'a': 1, 'e': 0.7379999999999998}",35,0,-110.50290504632774,"{0: 21, 1: 7, 2: 5, 3: 1, 4: 1}",0
263,False,"{'a': 1, 'e': 0.7369999999999998}",25,0,-145.0055349356474,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
264,False,"{'a': 1, 'e': 0.7359999999999998}",20,0,0.20703744264630308,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
265,False,"{'a': 1, 'e': 0.7349999999999998}",35,0,-135.67199056159606,"{0: 25, 1: 3, 2: 1, 3: 5, 4: 1}",0
266,False,"{'a': 1, 'e': 0.7339999999999998}",25,0,-25.406263249500945,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
267,False,"{'a': 1, 'e': 0.7329999999999998}",20,0,-95.84358229355233,"{0: 10, 1: 0, 2: 9, 3: 1, 4: 0}",0
268,False,"{'a': 1, 'e': 0.7319999999999998}",20,0,-123.78654172925621,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
269,False,"{'a': 1, 'e': 0.7309999999999998}",25,2,-46.01914239475299,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 0}",1
270,False,"{'a': 1, 'e': 0.7299999999999998}",20,0,-106.02250053121304,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
271,False,"{'a': 1, 'e': 0.7289999999999998}",20,0,-59.20785649328949,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
272,False,"{'a': 1, 'e': 0.7279999999999998}",30,0,-247.19958179836362,"{0: 18, 1: 0, 2: 5, 3: 3, 4: 4}",0
273,False,"{'a': 1, 'e': 0.7269999999999998}",25,15,3.0174827048643786,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 1, 'e': 0.7259999999999998}",20,0,-103.00936785625817,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
275,False,"{'a': 1, 'e': 0.7249999999999998}",30,1,-138.09894834957146,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 2}",1
276,False,"{'a': 1, 'e': 0.7239999999999998}",25,0,-29.940402515520685,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
277,False,"{'a': 1, 'e': 0.7229999999999998}",20,10,-4.720075271134944,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 1, 'e': 0.7219999999999998}",25,0,-45.92082723984486,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
279,False,"{'a': 1, 'e': 0.7209999999999998}",25,0,-62.34543728910914,"{0: 19, 1: 0, 2: 3, 3: 3, 4: 0}",0
280,False,"{'a': 1, 'e': 0.7199999999999998}",25,0,-85.62467167811872,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
281,False,"{'a': 1, 'e': 0.7189999999999998}",25,0,-88.48876672333415,"{0: 17, 1: 4, 2: 1, 3: 2, 4: 1}",0
282,False,"{'a': 1, 'e': 0.7179999999999997}",25,0,-31.41658529421609,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
283,False,"{'a': 1, 'e': 0.7169999999999997}",25,4,-120.98749237378729,"{0: 12, 1: 2, 2: 3, 3: 3, 4: 1}",1
284,False,"{'a': 1, 'e': 0.7159999999999997}",30,0,-111.05725907832195,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
285,False,"{'a': 1, 'e': 0.7149999999999997}",30,0,-282.48730453580765,"{0: 15, 1: 6, 2: 1, 3: 3, 4: 5}",0
286,False,"{'a': 1, 'e': 0.7139999999999997}",20,0,-28.69683189485262,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
287,False,"{'a': 1, 'e': 0.7129999999999997}",20,0,16.959370307026248,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
288,False,"{'a': 1, 'e': 0.7119999999999997}",25,6,-11.237178708563317,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 0}",1
289,False,"{'a': 1, 'e': 0.7109999999999997}",30,14,-61.52639193132392,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
290,False,"{'a': 1, 'e': 0.7099999999999997}",20,0,-76.56291037109082,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
291,False,"{'a': 1, 'e': 0.7089999999999997}",20,0,-98.98419906751782,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
292,False,"{'a': 1, 'e': 0.7079999999999997}",25,0,-4.050386249224476,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",0
293,False,"{'a': 1, 'e': 0.7069999999999997}",20,0,-38.5583934295778,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
294,False,"{'a': 1, 'e': 0.7059999999999997}",25,18,-14.183015446753304,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
295,False,"{'a': 1, 'e': 0.7049999999999997}",25,0,-125.72208947673562,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 2}",0
296,False,"{'a': 1, 'e': 0.7039999999999997}",35,14,-95.5465138085673,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 1}",1
297,False,"{'a': 1, 'e': 0.7029999999999997}",20,0,-37.6576138756764,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
298,False,"{'a': 1, 'e': 0.7019999999999997}",30,0,-121.56798718128732,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
299,False,"{'a': 1, 'e': 0.7009999999999997}",30,0,-160.10160131474404,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
300,False,"{'a': 1, 'e': 0.6999999999999997}",25,0,-117.88238176034243,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
301,False,"{'a': 1, 'e': 0.6989999999999997}",20,4,-89.3452937032516,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 2}",1
302,False,"{'a': 1, 'e': 0.6979999999999997}",20,0,6.004369665992756,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
303,False,"{'a': 1, 'e': 0.6969999999999997}",30,0,-15.623917048880635,"{0: 25, 1: 3, 2: 1, 3: 1, 4: 0}",0
304,False,"{'a': 1, 'e': 0.6959999999999997}",25,0,-80.81038686308335,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
305,False,"{'a': 1, 'e': 0.6949999999999997}",20,0,-25.37402579301522,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
306,False,"{'a': 1, 'e': 0.6939999999999997}",20,0,-48.6073848295451,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
307,False,"{'a': 1, 'e': 0.6929999999999997}",25,9,-21.67822608115141,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
308,False,"{'a': 1, 'e': 0.6919999999999997}",20,0,-11.90773582573372,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
309,False,"{'a': 1, 'e': 0.6909999999999997}",20,0,-77.18756332010497,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
310,False,"{'a': 1, 'e': 0.6899999999999997}",25,0,-148.99488521749987,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
311,False,"{'a': 1, 'e': 0.6889999999999997}",20,12,-8.319139863085347,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
312,False,"{'a': 1, 'e': 0.6879999999999997}",20,0,-98.64242978184078,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
313,False,"{'a': 1, 'e': 0.6869999999999997}",25,8,-26.495542066166355,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
314,False,"{'a': 1, 'e': 0.6859999999999997}",20,14,1.2570501275822696,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 1, 'e': 0.6849999999999997}",20,0,-46.86378636507174,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
316,False,"{'a': 1, 'e': 0.6839999999999997}",20,14,2.033613295416953,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 1, 'e': 0.6829999999999997}",25,0,5.967193857248873,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
318,False,"{'a': 1, 'e': 0.6819999999999997}",20,0,-34.6254803159973,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
319,False,"{'a': 1, 'e': 0.6809999999999997}",30,17,-89.50979782813499,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 2}",1
320,False,"{'a': 1, 'e': 0.6799999999999997}",20,0,-31.240631502507885,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
321,False,"{'a': 1, 'e': 0.6789999999999997}",20,0,-140.74688381433447,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
322,False,"{'a': 1, 'e': 0.6779999999999997}",30,12,-17.375526069865884,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
323,False,"{'a': 1, 'e': 0.6769999999999997}",25,0,-25.3440986042106,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
324,False,"{'a': 1, 'e': 0.6759999999999997}",30,0,-80.94267134491933,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
325,False,"{'a': 1, 'e': 0.6749999999999997}",20,1,-42.42880708422809,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
326,False,"{'a': 1, 'e': 0.6739999999999997}",20,0,-79.32850616376065,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
327,False,"{'a': 1, 'e': 0.6729999999999997}",20,3,-17.108939955223068,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
328,False,"{'a': 1, 'e': 0.6719999999999997}",20,0,-10.395079860914317,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
329,False,"{'a': 1, 'e': 0.6709999999999997}",20,0,-85.33185663129362,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
330,False,"{'a': 1, 'e': 0.6699999999999997}",30,20,-18.51642957796488,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
331,False,"{'a': 1, 'e': 0.6689999999999997}",30,4,-135.0630300126907,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 3}",1
332,False,"{'a': 1, 'e': 0.6679999999999997}",20,11,14.280336994214178,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 1, 'e': 0.6669999999999997}",25,0,-58.9493540872223,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
334,False,"{'a': 1, 'e': 0.6659999999999997}",25,2,-38.179426619794334,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 0}",1
335,False,"{'a': 1, 'e': 0.6649999999999997}",20,0,-113.36819598806942,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
336,False,"{'a': 1, 'e': 0.6639999999999997}",25,1,-98.49375673262865,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 1}",1
337,False,"{'a': 1, 'e': 0.6629999999999997}",20,0,-26.677677666778877,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
338,False,"{'a': 1, 'e': 0.6619999999999997}",20,9,-24.192610863871852,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
339,False,"{'a': 1, 'e': 0.6609999999999997}",25,0,-91.65473780706347,"{0: 17, 1: 4, 2: 1, 3: 2, 4: 1}",0
340,False,"{'a': 1, 'e': 0.6599999999999997}",20,8,-8.164875505480328,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
341,False,"{'a': 1, 'e': 0.6589999999999997}",30,0,-101.48345596203356,"{0: 23, 1: 3, 2: 1, 3: 1, 4: 2}",0
342,False,"{'a': 1, 'e': 0.6579999999999997}",20,1,7.61311163405329,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 1, 'e': 0.6569999999999997}",20,0,-24.883835986159067,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
344,False,"{'a': 1, 'e': 0.6559999999999997}",30,2,-129.1956723672249,"{0: 19, 1: 1, 2: 5, 3: 1, 4: 2}",1
345,False,"{'a': 1, 'e': 0.6549999999999997}",25,0,-72.11026783100372,"{0: 18, 1: 1, 2: 3, 3: 3, 4: 0}",0
346,False,"{'a': 1, 'e': 0.6539999999999997}",25,0,-33.746745971091734,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
347,False,"{'a': 1, 'e': 0.6529999999999997}",30,0,-153.67609743122316,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
348,False,"{'a': 1, 'e': 0.6519999999999997}",25,0,-146.50656598537907,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
349,False,"{'a': 1, 'e': 0.6509999999999997}",25,3,-34.67758483488715,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 0}",1
350,False,"{'a': 1, 'e': 0.6499999999999997}",25,8,-13.902158360039348,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
351,False,"{'a': 1, 'e': 0.6489999999999997}",20,10,-7.136733562414131,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
352,False,"{'a': 1, 'e': 0.6479999999999997}",25,0,-26.693912916505116,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
353,False,"{'a': 1, 'e': 0.6469999999999997}",25,5,-78.79943265514538,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",1
354,False,"{'a': 1, 'e': 0.6459999999999997}",20,2,-55.520662779538796,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
355,False,"{'a': 1, 'e': 0.6449999999999997}",25,4,-63.91682143172385,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 1}",1
356,False,"{'a': 1, 'e': 0.6439999999999997}",20,0,-89.07427051898375,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
357,False,"{'a': 1, 'e': 0.6429999999999997}",30,14,-69.76967794920394,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
358,False,"{'a': 1, 'e': 0.6419999999999997}",30,0,-8.39294001761583,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
359,False,"{'a': 1, 'e': 0.6409999999999997}",25,0,-19.18101169093077,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
360,False,"{'a': 1, 'e': 0.6399999999999997}",20,0,-76.4254211388302,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
361,False,"{'a': 1, 'e': 0.6389999999999997}",25,0,-131.8540365456216,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
362,False,"{'a': 1, 'e': 0.6379999999999997}",25,0,-90.36553990805093,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
363,False,"{'a': 1, 'e': 0.6369999999999997}",25,0,-107.0756979461769,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
364,False,"{'a': 1, 'e': 0.6359999999999997}",20,0,-54.54487892559865,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
365,False,"{'a': 1, 'e': 0.6349999999999997}",25,7,-92.57825595655416,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 2}",1
366,False,"{'a': 1, 'e': 0.6339999999999997}",25,0,-12.675505600274422,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
367,False,"{'a': 1, 'e': 0.6329999999999997}",25,10,1.194719432381023,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
368,False,"{'a': 1, 'e': 0.6319999999999997}",30,0,-104.4559618302995,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 2}",0
369,False,"{'a': 1, 'e': 0.6309999999999997}",25,0,-35.07351665006419,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
370,False,"{'a': 1, 'e': 0.6299999999999997}",20,0,-148.2510583670338,"{0: 9, 1: 5, 2: 3, 3: 1, 4: 2}",0
371,False,"{'a': 1, 'e': 0.6289999999999997}",25,0,-72.8722749140805,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
372,False,"{'a': 1, 'e': 0.6279999999999997}",20,0,-46.82679613713289,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
373,False,"{'a': 1, 'e': 0.6269999999999997}",25,13,-20.928827040851345,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
374,False,"{'a': 1, 'e': 0.6259999999999997}",20,1,-20.799491830214855,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
375,False,"{'a': 1, 'e': 0.6249999999999997}",25,5,-25.963381422964595,"{0: 12, 1: 7, 2: 1, 3: 0, 4: 0}",1
376,False,"{'a': 1, 'e': 0.6239999999999997}",35,0,-66.9550401111007,"{0: 26, 1: 5, 2: 2, 3: 1, 4: 1}",0
377,False,"{'a': 1, 'e': 0.6229999999999997}",30,0,-104.66410664164337,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
378,False,"{'a': 1, 'e': 0.6219999999999997}",20,0,-79.24173335145785,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
379,False,"{'a': 1, 'e': 0.6209999999999997}",20,15,-4.103310418553795,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
